cba_id,overtime_trig,annuleav_trig,N_ALs,comp_scores
convenio-colectivo-entre-sociedad-agricola-drokaca-s-a-y-sindicato-de-trabajadores-de-la-empresa-agroexportadora-sociedad-agr-cola-agrokasa,0,0,0,1
convenio-colectivo-entre-el-empresa-imi-del-per-sac-y-sindicato-de-los-trabajadores-de-la-empresa-imi-del-peru-sac-sitraimi,0,1,1,3.67
convenio-colectivo-de-trabajo-suscrito-entre-compa-a-cervecera-ambev-peru-s-a-c-y-sindicato-unitario-de-trabajadores-de-da-compa-a-cervecera-ambev-peru-s-a-c-,1,1,0,3.67
convenio-colectivo-entre-la-empresa-b-braun-medical-per-s-a-y-el-sindicato-de-trabajadores-de-b-braun-medical-per-s-a-,0,0,0,1
convenio-colectivo-entre-la-empresa-y-el-sindicato-de-trabajadores-de-la-corporaci-n-lindley-s-a-,0,0,0,1
acta-final-de-convencion-colectiva-entre-yobel-scm-costume-jewerly-s-a-y-sindicato-de-trabajadores-de-yobel-scm-costume-jewerly-s-a,1,0,0,2.33
convencion-colectiva-de-trabajo-entre-kraft-foods-peru-s-a-y-el-sindicato-de-trabajadores-de-kraft-foods-peru-s-a-,1,1,0,3.67
acta-de-acuerdo-entre-la-empresa-minera-yanacocha-s-r-l-y-el-sindicato-de-trabajadores-de-compa-a-minera-yanacocha--sitracomy,0,0,1,2.33
convenio-colectivo-entre-pluspetrol-s-a-y-la-asociacion-del-personal-jer-rquico-del-agua-y-la-energ-a-apjae-,0,1,0,2.33
acta-de-acuerdo-final-de-la-convencion-colectiva-suscrita-entre-compa-ia-minera-antamina-s-a-y-el-sindicato-unico-de-trabajadores-de-compa-ia-minera-antamina-s-a---sutracomasa,1,1,0,3.67
convenio-colectivo-de-trabajo-que-celebran-la-empresa-los-andes-servicios-corporativos-s-a-c-y-el-sindicato-unitario-de-trabajadores-los-andes-servicios-corporativos-s-a-c-2013-,0,0,0,1
acta-de-reuni-n-del-proceso-de-negociaci-n-entre-le-biblioteca-nacional-del-per-bnp-y-del-sindicato-unificado-de-trabajadores-de-la-biblioteca-nacional-del-per-sut-bnp-2015,0,0,0,1
acta-de-reuni-n-del-proceso-de-negociaci-n-entre-la-empresa-southern-peru-copper-corporation-y-el-sindicato-unificado-de-trabajadores-de-spcc-ilo-2012-2015,1,1,1,5
convenci-n-colectiva-de-trabajo-entre-el-servicio-nacional-de-sanidad-agraria-senasa--y-el-sindicato-de-trabajadores-del-servicio-nacional-de-sanidad-agraria-2015,0,0,0,1
negociaci-n-colectiva-entre-la-empresa-envases-especiales-s-a-c-y-el-sindicato-de-trabajadores-de-la-empresa-envases-especiales-s-a-c-2014-2015,0,0,0,1
convenio-colectivo-de-trabajo-entre-la-empresa-camposol-s-a-y-el-sindicato-de-trabajadores-de-la-empresa-camposol-s-a-sitecasa-2015-2018,0,0,0,1
negociaci-n-colectiva-realizada-entre-el-sindicato-de-supervisores-y-personal-de-confianza-de-minera-barrick-misquichilca-s-a-y-la-empresa-minera-barrick-misquichilca-s-a-2014-2015,0,1,0,2.33
negociaci-n-colectiva-entre-la-empresa-petr-leos-del-per---petroper-s-a-y-el-sindicato-de-trabajadores-administrativos-de-petroper-s-a-2015,0,0,1,2.33
negociaci-n-colectiva-entre-el-bbva-banco-continental-y-el-centro-federado-de-empleados-del-bbva-banco-continental-2015-,0,1,0,2.33
convenio-colectivo-entre-la-municipalidad-distrital-de-miraflores-y-el-sindicato-de-trabajadores-empleados-de-la-municipalidad-distrital-de-miraflores-sitraemun-2015,0,1,0,2.33
negociaci-n-colectiva-entre-el-instituto-nacional-de-investigaci-n-y-capacitaci-n-de-telecomunicaciones-inictel-uni-y-el-sindicato-de-empleados-del-inictel-uni-2014-2015,0,1,0,2.33
negociaci-n-colectiva-entre-el-sindicato-de-trabajadores-obreros-de-la-municipalidad-provincial-de-canchis---sintromunc-canchis-y-la-municipalidad-provincial-de-canchis,0,1,0,2.33
convenci-n-colectiva-de-trabajo-entre-la-municipalidad-de-san-carlos-y-el-sindicato-de-trabajadores-de-la-municipalidad-de-san-carlos-sitramusca-,0,1,0,2.33
convenci-n-colectiva-de-trabajo-de-la-corporacion-de-desarrollo-agricola-del-monte-s-a-,0,1,1,3.67
cuarta-convenci-n-colectiva-compa-a-bananera-atlantica--departamento-de-operaciones-portuarias-de-lim-n-,1,1,0,3.67
convenci-n-colectiva-de-trabajo-entre-nosotros-el-ingenio-taboga-sociedad-an-nima-y-el-sindicato-de-trabajadores-de-la-industria-de-la-ca-a-sintraica-,0,1,0,2.33
undecima-convencion-colectiva-de-trabajo-chiriqui-land-company---sitrachiri,0,1,0,2.33
convenci-n-colectiva-del-sindicato-untrasepp-y-los-representantes-patronales-de-la-empresa-g-cuatro-s-cash-solutions-s-a,0,1,0,2.33
convenci-n-colectiva-mep-sec-sitracome,0,0,1,2.33
convenci-n-colectiva-de-trabajo-municipalidad-del-cant-n-de-palmares,1,1,0,3.67
convenci-n-colectiva-de-trabajo-suscrita-entre-el-ministerio-de-educaci-n-p-blica-y-los-sindicatos-sindicato-de-trabajadoras-y-trabajadores-de-la-educaci-n-costarricense-sec-y-el-sindicato-de-trabajadores-de-comedores-escolares-y-afines-sitracome-,0,1,0,2.33
contrato-colectivo-entre-sindicato-de-trabajadores-y-trabajadoras-ministerio-de-hacienda---sitramha,1,1,0,3.67
contrato-colectivo-de-trabajo-entre-el-instituto-salvadoreno-dei-seguro-social-y-el-sindicato-de-trabajadores-del-instituto-salvadoreno-del-seguro-social,1,1,1,5
contrato-colectivo-de-trabajo-instituto-nacional-de-pensiones-de-los-empleados-p-blicos,0,1,0,2.33
contrato-colectivo-de-trabajo-del-c-ntro-nacional-de-registros,1,1,0,3.67
contrato-colectivo-de-trabajo-entre-el-sindicato-de-trabajadores-del-ministerio-del-medio-ambiente-y-recursos-naturales-sitmarn-y-el-ministerio-del-medio-ambiente-y-recursos-naturales,1,1,0,3.67
contrato-colectivo-de-trabajo-entre-el-sindicato-de-trabajadores-del-ministerio-de-econom-a-sitme-y-el-ministerio-de-econom-a-minec,1,1,0,3.67
contrato-colectivo-de-trabajo-entre-el-ministerio-de-trabajo-y-previsi-n-social-y-el-sindicato-de-trabajadores-y-trabajadoras-del-ministerio-de-trabajo-y-previsi-n-social,1,1,1,5
contrato-colectivo-de-trabajo-celebrado-entre-ingenio-el-angel-s-a-de-c-v-y-el-sindicato-de-trabajadores-de-empresa-ingenio-el-angel-2011-2012,1,1,0,3.67
contrato-colectivo-de-trabajo-revisado-celebrado-y-suscrito-entre-instituto-salvadore-o-de-transformaci-n-agraria-ista-y-el-sindicato-de-empresa-trabajadores-del-instituto-salvadore-o-de-transformaci-n-agraria-setista-2011-2013,1,1,0,3.67
contrato-colectivo-de-trabajo-celebrado-entre-la-sociedad-productos-alimenticios-diana-sociedad-anonima-de-capital-variable-y-la-asociacion-sindical-de-trabajadores-de-la-industria-del-pan-dulces-reposteria-y-golosinas-astipas-2016-2018,0,1,0,2.33
contrato-colectivo-de-trabajo-entre-la-sociedad-calvoconservas-el-salvador-s-a-de-c-v-y-el-sindicato-de-trabajadores-de-empresa-calvo-conservas-el-salvador-s-a-de-c-v-steccessacv-2010-2013,1,1,0,3.67
contrato-colectivo-de-trabajo-celebrado-entre-la-alcald-a-municipal-de-juayua-departamento-de-sonsonate-y-el-sindicato-de-trabajadores-de-la-alcald-a-municipal-de-juay-a-sitamj-2017-2019,1,1,1,5
contrato-colectivo-de-trabajo-celebrado-entre-el-instituto-salvadore-o-del-seguro-social-y-el-sindicato-de-trabajadores-del-instituto-salvadore-o-del-seguro-social,1,1,0,3.67
pacto-colectivo-de-condiciones-de-trabajo-suscrito-entre-el-sindicato-de-trabajadores-municipales-de-la-villa-de-chicacao-departamento-de-suchitepequez-y-la-municipalidad-de-chicacao-departamento-de-suchitepequez,0,1,0,2.33
pacto-colectivo-de-condiciones-de-trabajo-suscrito-entre-el-sindicato-de-trabajadores-de-la-municipalidad-de-chiquimula-sitramunich-y-la-municipalidad-de-chiquimula-del-departamento-de-chiquimula-,0,1,0,2.33
pacto-colectivo-de-condiciones-de-trabajo-negociado-y-suscrito-por-el-sindicato-de-trabajadores-de-la-municipalidad-de-el-estor-del-departamento-de-izabal-sitrame-y-la-municipalidad-de-el-estor-del-departamento-de-izabal-,1,1,0,3.67
pacto-colecivo-de-condiciones-de-trabajo-suscrito-entre-el-sindicato-de-trabajadores-de-la-municipalidad-de-chichicastenango-quiche-y-la-municipalidad-de-santo-tomas-chichicastenango-departamento-de-el-quiche,1,1,1,5
pacto-colectivo-de-condiciones-de-trabajo-entre-el-sindicato-de-trabajadores-municipales-de-patulul-y-la-municipalidad-de-patulul-del-departamento-de-suchitepequez-,0,1,0,2.33
pacto-colectivo-de-condiciones-de-trabajo-suscrito-entre-la-municipalidad-de-pueblo-nuevo-vi-as-del-departamento-de-santo-rosa-y-el-sindicato-de-trabajadores-de-la-municipalidad-de-pueblo-nuevo-vi-as-del-departamento-de-santa-rosa,0,1,0,2.33
pacto-colectivo-de-condiciones-de-trabajo-suscrito-entre-el-sindicato-de-trabajadores-de-la-municipalidad-de-santa-barbara-del-departamento-de-suchitepequez-sitramsbs-y-la-municipalidad-del-municipio-de-santa-barbara-del-departamento-de-suchitepequez,0,1,0,2.33
convenio-colectivo-de-condiciones-de-trabajo-celebrado-entre-el-comit-ad-hoc-de-trabajadores-de-la-municipalidad-de-samayac-del-departamento-de-suchitepequez-y-la-municipalidad-de-samayac-del-departamento-de-sichitepequez,0,1,0,2.33
convenio-colectivo-de-condiciones-de-trabajo-celebrado-entre-la-coalicion-de-trabajadores-de-la-entidad-compa-a-agropecuaria-los-angeles-sociedad-anonima-y-la-entidad-compa-a-agropecuaria-los-angeles-sociedad-anonima,0,0,0,1
pacto-colectivo-de-condiciones-de-trabajo-entre-la-municipalidad-de-san-antonio-senah-del-departamento-de-alta-verapaz-y-los-trabajadores-de-la-municipalidad-de-san-antonio-senah-del-departamento-de-alta-verapaz,1,1,1,5
pacto-colectivo-de-condiciones-de-trabajo-suscrito-entre-la-municipalidad-de-puerto-barrios-y-el-sindicato-de-trabajadores-de-la-municipalidad-de-puerto-barrios-izabal,1,1,1,5
pacto-colectivo-de-condiciones-de-trabajo-suscrito-entre-la-municipalidad-de-morales-del-departamento-de-izabal-y-el-sindicato-de-trabajadores-de-la-municipalidad-de-morales-del-departamento-de-izabal-sitram,0,1,1,3.67
pacto-colectivo-de-condiciones-de-trabajo-econ-mico-social-que-se-suscribe-entre-suscribe-entre-la-municipalidad-de-guatemala-y-el-sindicato-central-de-trabajadores-municipales,0,1,1,3.67
pacto-colectivo-de-condiciones-de-trabajo-suscrito-entre-la-municipalidad-de-la-villa-tactic-del-departamento-de-alta-verapaz-y-el-sindicato-de-trabajadores-de-la-municipalidad-de-tactic-del-departamento-de-alta-verapaz,0,1,0,2.33
pacto-colectivo-de-condiciones-de-trabajo-celebrado-entre-la-municipalidad-de-esquipulas-del-departamento-de-chiquimula-y-el-sindicato-de-trabajadores-de-la-municipalidad-de-esquipulas-del-departamento-de-chiquimula,1,1,0,3.67
muestra-de-pacto-colectivo---municipalidad,0,1,0,2.33
pacto-colectivo-de-condiciones-de-trabajo-negociado-y-suscrito-entre-la-entidad-denominada-en-rgica-sociedad-an-nima-y-el-sindicato-luz-y-fuerza-de-la-rep-blica-de-guatemala,0,1,0,2.33
conflicto-colectivo-022-1998-1-audiencia-de-conciliacion-tribunal-de-conciliacion-y-arbitraje-de-alta-verapaz-,0,1,0,2.33
pacto-colectivo-de-condiciones-de-trabajo-sindicato-de-luz-y-fuerza-de-la-rep-blica-de-guatemala-y-empresa-el-ctrica-de-guatemala-sociedad-an-nima,0,1,0,2.33
pacto-colectivo-de-condiciones-de-trabajo-suscrito-entre-la-municipalidad-de-san-francisco-el-alto-del-departamento-de-totonicap-n-y-el-sindicato-de-trabajadores-de-la-municipalidad-de-san-francisco-el-alto-del-departamento-de-totonicap-n-,1,1,0,3.67
pacto-colectivo-de-condiciones-de-trabajo-suscrito-entre-la-universidad-de-san-carlos-de-guatemala-y-el-sindicato-de-trabajadores-de-la-universidad-de-san-carlos-de-guatemala,0,0,0,1
pacto-colectivo-de-condiciones-de-trabajo-a-celebrarse-entre-el-organismo-judicial-del-estado-de-guatemala-y-el-sindicato-de-trabajadores-del-organismo-judicial-s-t-o-j-,0,1,0,2.33
pacto-colectivo-de-condiciones-de-trabajo-industrias-alimenticias-kern-s-y-c-a-s-c-a-y-sindicato-de-trabajadores-de-industrias-alimenticias-kern-s-anexos-y-conexos,1,1,0,3.67
pacto-de-condiciones-de-trabajo-entre-la-entidad-el-zeppelin-sociedad-an-nima-y-el-sindicato-autentico-de-fabrica-el-zeppelin-satfez_2010-2013,0,1,0,2.33
pacto-colectivo-de-condiciones-de-trabajo-suscrito-entre-la-municipalidad-de-santa-luc-a-cotzumalguapa-departamento-de-escuintla-y-el-sindicato-de-trabajadores-de-la-municipalidad-del-municipio-santa-luc-a-cotzumalguapa-del-departamento-de-escuintla_2013,1,1,0,3.67
pacto-colectivo-de-condiciones-de-trabajo-de-la-empresa-prensa-libre-sociedad-an-nima-y-el-sindicato-de-trabajadores-de-la-empresa-prensa-libre-s-a-y-empresas-anexas-2014-2016,1,1,0,3.67
pacto-colectivo-de-condiciones-de-trabajo-entre-la-empresa-chapters-sociedad-anonima-y-el-sindicato-de-trabajadores-bananeros-de-izabal-sitrabi-2011-2014-,1,1,0,3.67
pacto-colectivo-de-condiciones-de-trabajo-entre-industria-de-caf-sociedad-an-nima-anexos-y-conexos-y-la-empresa-industria-de-caf-s-a-2012-2015,1,1,0,3.67
pacto-colectivo-de-condiciones-de-trabajo-celebrado-entre-el-banco-de-los-trabajadores-y-el-sindicato-de-empleados-del-banco-de-los-trabajadores---s-e-b-t--2014-2015-,1,1,0,3.67
pacto-colectivo-suscrito-entre-la-compa-a-bananera-guatemalteca-independiente-sociedad-an-nima-y-el-sindicato-de-trabajadores-de-la-empresa-taylor-presa-y-compa-a-limitada-2013-2016,0,1,0,2.33
pacto-colectivo-de-trabajo-entre-la-municipalidad-de-escuintla-y-el-sindicato-de-los-trabajadores-municipales-del-departamento-de-escuintla-2014-2016,1,1,0,3.67
pacto-colectivo-de-condiciones-de-trabajo-celebrado-entre-la-empresa-rayovac-guatemala-sociedad-an-nima-y-el-sindicato-de-trabajadores-de-la-empresa-rayovac-guatemala-sociedad-an-nima-strogua-2013-a-2016,1,1,0,3.67
pacto-colectivo-de-condiciones-de-trabajo-celebrado-entre-la-empresa-frutera-del-motagua-sociedad-anonima-y-el-sindicato-de-trabajadores-bananeros-de-izabal-sitrabi-2011-2014,1,1,0,3.67
pacto-colectivo-de-condiciones-de-trabajo-entre-la-empresa-bananera-arapahoe-sociedad-anonima-y-el-sindicato-de-trabajadores-bananeros-de-izabal--sitrabi-2011-2014,1,1,1,5
pacto-colectivo-de-condiciones-de-trabajo-celebrado-entre-las-empresas-fabrica-de-productos-alimenticios-rene-y-compa-ia-sociedad-en-comandita-por-acciones-y-grupo-frito-lay-y-compa-ia-limitada-y-el-sindicato-de-trabajadores-de-la-f-brica-de-productos-alimenticios-rene-y-compa-a-sociedad-en-comandita-por-acciones-y-dem-s-empresas-anexas-2015-2018,1,1,1,5
modelo-de-pacto-colectivo-de-trabajo-creado-por-wageindicator-foundation-2016,1,1,1,5
pacto-colectivo-de-condiciones-de-trabajo-celebrado-entre-la-empresa-expansi-n-corporativa-milenium-sociedad-an-nima-y-el-sindicato-de-trabajadores-de-la-empresa-expansi-n-corporativa-milenium-sociedad-an-nima-2017-,1,1,1,5
pacto-colectivo-de-condiciones-de-trabajo-celebrado-entre-la-empresa-winners-sociedad-anonima-y-sitrawinsa-de-trabajadores-de-la-empresa-winners-sociedad-anonima-sitrawinsa-2016---2019,1,1,0,3.67
contrato-colectivo-de-condiciones-de-trabajo-entre-la-corporacion-municipal-de-tela-departamento-de-atlantida-y-el-sindicato-de-empleados-publicos-y-trabajadores-de-la-municipalidad-de-tela-,0,1,0,2.33
cuarto-contrato-colectivo-de-condiciones-de-trabajo-entre-la-empresa-minerales-de-occidente-s-a-y-el-sindicato-de-trabajadores-de-minerales-de-occidente-s-a-sitramino-,1,1,0,3.67
contrato-colectivo-de-condiciones-de-trabajo-suscrito-entre-la-empresa-hospital-la-policlinica-s-a-y-el-sindicato-de-trabajadores-de-hospitales-clinicas-y-centros-de-salud,0,1,0,2.33
contrato-colectivo-de-condiciones-de-trabajo-celebrado-entre-la-empresa-mercantil-jerzees-buena-vista-s-de-r-l-y-el-sindicato-de-trabajadores-de-la-empresa-jerzees-buena-vista-s-de-r-l-sitrajerzeesbv-,0,1,0,2.33
contrato-colectivo-de-condiciones-de-trabajo-celebrado-entre-la-empresa-mercantil-jerzees-nuevo-d-a-s-de-r-l-y-el-sindicato-de-trabajadores-de-la-empresa-jerzees-nuevo-d-a-s-de-r-l-sitrajerzeesnd-,0,1,0,2.33
contrato-colectivo-de-condiciones-de-trabajo-celebrado-entre-la-empresa-mercantil-vfi-de-honduras-s-a-y-el-sindicato-de-trabajadores-de-la-empresa-vfi-de-honduras-s-a-sitravfi-,0,1,0,2.33
primer-memorial-respetuoso-de-condiciones-de-trabajo-negociado-entre-el-sindicato-de-empleados-y-trabajadores-de-cultura-artes-y-deportes-sitraecad-y-la-secretar-a-de-cultura-artes-y-deportes-scad-,0,1,0,2.33
acta-de-terminaci-n-de-la-negociaci-n-de-la-clausula-salarial-del-actual-contrato-colectivo-en-etapa-de-arreglo-directo,0,0,0,1
proyecto-de-contrato-colectivo-de-condiciones-de-trabajo-celebrado-entre-la-municipalidad-de-comayagua-y-el-sindicato-de-empleados-y-trabajadores-de-la-municipalidad-de-comayagua-sideytmco-,1,1,0,3.67
contrato-colectivo-de-condiciones-de-trabajo-celebrado-entre-la-empresa-mercantil-pinehurst-manufacturing-hnd-gmbh-y-el-sindicato-de-trabajadores-de-la-empresa-pinehurst-manufacturing-hnd-gmbh-sitrapinehurst-,0,0,0,1
septimo-contrato-colectivo-de-condiciones-de-trabajo-suscrito-entre-el-instituto-hondure-o-de-la-ni-ez-y-la-familia-ihnfa-y-el-sindicato-de-trabajadores-del-instituto-hondure-o-de-la-ni-ez-a-familia-sitraihnfa-,1,1,0,3.67
d-cimo-contrato-colectivo-de-condiciones-de-trabajo-celebrado-entre-banco-atl-ntida-s-a-y-el-sindicato-de-trabajadores-de-banco-atl-ntida,1,1,1,5
contrato-colectivo-de-condiciones-de-trabajo-suscrito-entre-la-empresa-aserradero-sansone-s-a-de-c-v-y-su-sindicato-de-trabajadores-2008-2010,1,1,0,3.67
contrato-colectivo-de-condiciones-de-trabajo-suscrito-entre-la-empresa-sodemen-s-de-r-l-y-el-sindicato-de-trabajadores-de-las-azucareras-del-norte-y-similares-afiliadas-al-sector-guanchias-sitrazunosasg-2015-2018,1,1,0,3.67
contrato-colectivo-de-condiciones-de-trabajo-suscrito-entre-la-empresa-aguas-de-san-pedro-s-a-y-el-sindicato-de-trabajadores-de-la-empresa-aguas-de-san-pedro-s-a-sitraaspe-2016-2019,1,1,0,3.67
contrato-colectivo-de-condiciones-de-trabajo-celebrado-entre-el-banco-atl-ntida-s-a-y-el-sindicato-de-trabajadores-del-banco-atl-ntida-2015-2018,1,1,0,3.67
contrato-colectivo-de-trabajo-entre-la-municipalidad-de-choluteca-y-el-sindicato-de-trabajadores-de-la-municipalidad-de-choluteca-sitraemuch-2014-2016,1,1,0,3.67
contrato-colectivo-de-trabajo-entre-la-empresa-agricola-servicios-multiples-tilos-y-el-sindicato-de-trabajadores-de-las-azucareras-del-norte-y-similares-afiliadas-al-sector-guanchias-sitrazunosasg-2015-2018,1,1,1,5
contrato-colectivo-de-trabajo-entre-la-empresa-mercantil-delta-apparel-honduras-s-a-y-el-sindicato-de-trabajadores-de-la-empresa-delta-apparel-honduras-s-a-sitradahsa-2015-2018,0,1,0,2.33
contrato-colectivo-de-trabajo-entre-la-empresa-leche-y-derivados-s-a-leyde-y-el-sindicato-de-trabajadores-de-la-empresa-leche-y-derivados-s-a-sitraleyde-2015-2019,1,1,0,3.67
contrato-colectivo-de-trabajo-entre-la-empresa-star-s-a-y-el-sindicato-de-trabajadores-sitrastar-2016-2017,0,0,0,1
contrato-colectivo-de-trabajo-entre-la-empresa-pinehurst-manufacturing-hnd-gmbh-y-el-sindicato-de-trabajadores-de-la-empresa-pinehurst-manufacturing-hnd-gmbh-sitrapinehurst-2015-2017,0,1,0,2.33
contrato-colectivo-de-trabajo-2016---2018,0,1,0,2.33
contrato-colectivo-de-trabajo-celebrado-entre-petr-leos-mexicanos-y-el-sindicato-de-trabajadores-petroleros-de-la-rep-blica-mexicana---2017---2019,0,0,0,1
convenio-colectivo-n-56-75-de-la-industria-de-la-carne-argentina,1,1,0,3.67
convenci-n-colectiva-de-trabajo-suscrita-entre-filmtex-s-a-s-y-el-sindicato-de-trabajadores-de-filmtex-s-a-s-sintrafilmtex-y-el-sindicato-nacional-de-trabajadores-de-la-industria-del-pl-stico-y-sus-derivados-sintraplastico,1,1,1,5
decima-segunda-convencion-colectiva-de-trabajo-celebrada-entre-empitalito-e-s-p-y-el-sindicato-de-trabajadores-oficiales-de-la-misma-para-la-vigencia-de-los-anos-2012-2013-2014-y-2015,0,0,0,1
convencion-colectiva-de-trabajo-bimbo-colombia-s-a,0,1,0,2.33
convencion-colectiva-de-trabajo-sintramunicipio,1,1,0,3.67
convenci-n-colectiva-de-trabajo-2014-2016-sindicato-nacional-de-trabajadores-de-la-empresa-comercial-nutresas-a-s-sintranutresa-,0,1,0,2.33
convenci-n-colectiva-de-trabajo-suscrita-entre-la-empresa-club-infantas-y-el-sindicato-nacional-de-trabajadores-de-la-produccion-distribucion-y-consumo-de-alimentos-y-bebidas-en-clubes-hoteles-restaurantes-y-similares-de-colombia-hocar-,1,0,1,3.67
sindicato-de-trabajadores-oficiales-y-empleados-p-blicos-del-departamento-de-arauca-sintrarauca-,0,0,0,1
convencion-colectiva-de-trabajo-suscrita-entre-el-gun-club-y-el-sindicato-hocar-seccional-bogota-2013-2015,1,1,0,3.67
acta-de-acuerdo-colectivo-suscrito-entre-la-secretaria-distrital-de-cultura-recreaci-n-y-deporte-scrd---instituto-distrital-de-las-artes-idartes-y-el-sindicato-de-servidores-p-blicos-de-la-secretar-a-distrital-de-cultura-recreaci-n-y-deporte-entidades-adscritas-y-vinculada-sintracultur-,0,0,0,1
convencion-colectiva-de-trabajo-celebrada-entre-bancolombia-s-a-y-los-sindicatos-sintrabancol-y-uneb,0,0,0,1
acuerdo-colectivo-compango---percy-de-humberto-y-sindical-principales-sintraopuboy,0,1,0,2.33
convencion-colectiva-de-trabajo-celebrada-entre-la-empresa-sanitaria-del-quindio-esaquin-s-a-e-s-p-y-el-sindicato-de-trabajadores-de-la-empresa-sanitaria-del-quindio-s-a-e-s-p-,0,0,0,1
el-acta-final-de-la-negociaci-n-de-el-municipal-de-santiago-de-cali,0,0,1,2.33
convenci-n-colectiva-celebrada-entre-la-empresa-saint-gobain-abrasivos-colombia-ltda-y-el-sindicato-de-trabajadores-de-saint-gobain-abrasivos-colombia-sintrasaint-gobain-abrasivos-colombia,0,1,0,2.33
convenci-n-colectiva-de-trabajo-2013-2015-suscrita-entre-compa-a-de-galletas-noel-s-a-s-y-los-sindicatos-sintralimenticia-y-sinaltrainal,0,1,0,2.33
convencion-colectiva-de-trabajo-sintratempi-2014-2015,1,1,0,3.67
convenci-n-colectiva-de-trabajo-suscrita-entre-la-empresa-su-oportuno-servicio-s-o-s-ltday-el-sindicato-nacional-de-trabajadores-de-la-industria-de-la-vigilancia-y-seguridad-privada-sub-directiva-seccional-bogot-sintravip-,0,1,0,2.33
convencion-colectiva-de-trabajo-suscrita-entre-la-empresa-sepecol-ltda-y-el-sindicato-nacional-de-trabajadores-de-la-industria-de-la-vigilancia-y-seguridad-privada-sub-directiva-seccional-bogota-sintravip_-2015-2016,0,1,1,3.67
convenci-n-colectiva-de-trabajo-de-groupe-seb-colombia-s-a-planta-cajic-y-el-sindicato-de-trabajadores-de-groupe-seb-colombia-s-a-sintraseb-colombia-2013-2016,0,1,0,2.33
modelo-de-convencion-colectiva-de-trabajo-creado-por-wageindicator-foundation--2016-,0,1,0,2.33
convenci-n-colectiva-de-trabajo-suscrita-entre-telmex-colombia-s-a-y-la-organizaci-n-sindical-sindicato-nacional-de-industria-de-las-comunicaciones-afines-y-del-transporte-sintracomunicaciones-2013-2015,0,1,0,2.33
convencion-colectiva-suscrita-entre-el-sindicato-de-trabajadores-de-la-organizaci-n-sanitas-internacional-sintraosi-y-las-sociedades-servicios-industriales-de-lavado-sil-s-a-s-medisanitas-s-a-compa-a-de-medicina-prepagada-salud-ocupacional-sanitas-s-a-s-clinica-campo-abierto-s-a-s-clinica-colsanitas-s-a-entidad-promotora-de-salud-sanitas-s-a-y-compa-a-de-medicina-prepagada---colsanitas-s-a-2013-2015,0,1,0,2.33
convenci-n-colectiva-de-trabajo-entre-la-empresa-supertiendas-y-droguer-as-ol-mpica-s-a-y-el-sindicato-de-trabajadores-de-supertiendas-y-droguer-as-ol-mpica-s-a-sintra-olimpica-a-o-2011-2014,1,1,1,5
convenci-n-colectiva-de-trabajo-entre-la-caja-de-compensaci-n-familiar-de-antioquia-comfama-y-la-asociaci-n-de-empleados-comfama-asdemco-2014---2016,0,1,0,2.33
convenci-n-colectiva-de-trabajo-suscrita-entre-cooperativa-de-productores-de-leche-de-la-costa-atl-ntica-ltda-coolechera-y-el-sindicato-de-trabajadores-de-la-cooperativa-de-productores-de-leche-de-la-costa-atl-ntica-sintracoolechera-2012-2016,1,1,1,5
convencion-colectiva-de-trabajo-suscrita-entre-mayaguez-s-a-y-el-sindicato-de-trabajadores-de-la-industria-del-dulce-subdirectiva-de-candelaria-2012-2016,1,1,0,3.67
convenci-n-colectiva-de-trabajo-entre-minipak-s-a-s-y-el-sindicato-de-trabajadores-de-minipak-s-a-sintraminipak,0,1,0,2.33
convenci-n-colectiva-de-trabajo-entre-el-banco-corpbanca-colombia-s-a-la-union-nacional-de-empleados-bancarios-uneb-la-asociaci-n-colombiana-de-empleados-bancarios-aceb-y-la-asociaci-n-democr-tica-de-empleados-del-sector-bancario-y-financiero-adeban-2013-2015-,0,0,0,1
convenci-n-colectiva-de-trabajo-entre-la-empresa-filmtex-s-a-s-y-el-sindicato-de-filmtex---sintrafilmtex-y-el-sindicato-nacional-de-trabajadores-de-la-industria-del-pl-stico-y-sus-derivados-sintraplastico,1,1,0,3.67
convenci-n-colectiva-de-trabajo-suscrita-entre-la-empresa-cervecer-a-uni-n-s-a-y-el-sindicato-de-trabajadores-de-cervecer-a-uni-n-sintracervuni-n-2012-2016,1,1,0,3.67
convenci-n-colectiva-de-trabajo-entre-la-empresa-de-acueducto-y-alcantarillado-de-bogota--esp-eaab-esp-y-el-sindicato-de-trabajadores-y-empleados-de-servicios-p-blicos-corporaciones-aut-nomas-institutos-descentralizados-y-territoriales-de-colombia-sintraemsdes-2012---2014,1,1,1,5
kesepakatan-kerja-bersama-untuk-sheraton-media-hotel-and-towers,1,1,0,3.67
pt-ching-luh-indonesia,1,1,0,3.67
perjanjian-kerja-bersama-antara-pt-bank-nasional-indonesia-dengan-serikat-pekerja-pt-bank-nasional-indonesia,1,1,0,3.67
perjanjian-kerja-bersama-antara-pt-mulia-cemerlang-abadi-multi-industri-dengan-serikat-pekerja-nasional-pt-mulia-cemerlang-abadi-multi-industri-tentang-,1,1,0,3.67
perjanjian-kerja-bersama-antara-pt-kemang-food-industries-dengan-pk-federasi-serikat-buruh-kamiparho-ksbsi-pt-kemang-food-industries,1,1,0,3.67
